time="2024-03-21T03:36:04.093" level=info msg="Starting kbench..."
time="2024-03-21T03:36:04.096" level=info msg="Created a new Pod manager."
time="2024-03-21T03:36:04.105" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-21T03:50:38.136" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:38.136" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:38.136" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:41.264" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:41.264" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:41.265" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:44.398" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:44.398" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:44.398" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:47.513" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:47.513" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:47.513" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:50.638" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:50.638" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:50.638" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:53.764" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:53.764" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:53.764" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:56.885" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:56.885" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:56.885" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:00.024" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:00.024" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:00.024" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:03.156" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:03.156" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:03.156" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:06.266" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:06.266" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:06.266" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:09.389" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:09.389" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:09.389" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:12.524" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:12.524" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:12.524" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:15.641" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:15.643" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:15.643" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:18.773" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:18.773" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:18.773" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:21.906" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:21.906" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:21.907" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:25.043" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:25.043" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:25.043" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:28.166" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:28.166" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:28.166" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:31.307" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:31.307" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:31.307" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:34.417" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:34.417" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:34.417" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:37.544" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:37.544" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:37.544" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:40.686" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:40.686" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:40.686" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:43.799" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:43.799" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:43.799" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:46.934" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:46.934" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:46.934" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:50.054" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:50.054" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:50.054" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:53.172" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:53.172" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:53.172" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:56.298" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:56.298" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:56.298" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:51:59.409" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:51:59.409" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:51:59.409" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:02.533" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:02.533" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:02.533" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:05.666" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:05.666" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:05.666" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:08.794" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:08.794" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:08.794" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:11.924" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:11.924" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:11.924" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:15.051" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:15.051" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:15.051" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:18.173" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:18.173" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:18.173" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:21.291" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:21.292" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:21.292" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:24.408" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:24.408" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:24.408" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:27.529" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:27.529" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:27.529" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:30.636" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:30.636" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:30.636" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:33.764" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:33.765" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:33.765" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:36.897" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:36.897" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:36.897" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:40.011" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:40.011" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:40.011" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:43.156" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:43.156" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:43.156" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:46.284" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:46.284" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:46.284" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:49.407" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:49.407" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:49.407" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:52.525" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:52.525" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:52.525" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:55.645" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:55.645" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:55.645" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:52:58.760" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:52:58.760" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:52:58.760" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:01.877" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:01.877" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:01.877" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:05.015" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:05.016" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:05.016" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:08.144" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:08.144" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:08.144" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:11.283" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:11.283" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:11.283" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:14.432" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:14.432" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:14.432" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:17.558" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:17.558" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:17.558" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:20.677" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:20.677" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:20.677" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:23.802" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:23.803" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:23.803" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:26.922" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:26.922" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:26.922" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:30.035" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:30.035" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:30.035" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:33.149" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:33.149" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:33.149" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:36.284" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:36.284" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:36.285" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:39.415" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:39.415" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:39.415" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:42.546" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:42.546" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:42.546" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:45.664" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:45.664" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:45.664" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:48.787" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:48.787" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:48.787" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:51.938" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:51.938" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:51.938" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:55.078" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:55.078" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:55.078" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:53:58.206" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:53:58.206" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:53:58.206" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:01.336" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:01.336" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:01.336" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:04.468" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:04.468" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:04.468" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:07.580" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:07.580" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:07.580" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:10.692" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:10.692" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:10.693" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:13.824" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:13.824" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:13.824" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:16.949" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:16.949" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:16.949" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:20.064" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:20.064" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:20.064" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:23.185" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:23.185" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:23.185" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:26.307" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:26.307" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:26.307" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:54:29.429" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:54:29.430" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:54:29.430" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
